instrument_token,tradingsymbol,name,expiry,strike,tick_size,lot_size,exchange,instrument_type,segment,isin,freeze_quantity
240347140,KFL26B,,,0.0,0.01,1,BSE,EQ,BSE,,
240347652,925KFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240348164,KFL26C,,,0.0,0.01,1,BSE,EQ,BSE,,
240348676,10KFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240349188,KFL28D,,,0.0,0.01,1,BSE,EQ,BSE,,
240349700,KFL31,,,0.0,0.01,1,BSE,EQ,BSE,,
240350212,775MFLTD26,,,0.0,0.01,1,BSE,EQ,BSE,,
240350724,775MFLTD28,,,0.0,0.01,1,BSE,EQ,BSE,,
240351748,8MFLTD26,,,0.0,0.01,1,BSE,EQ,BSE,,
240352260,8MFLTD28,,,0.0,0.01,1,BSE,EQ,BSE,,
240352772,MFL26A,,,0.0,0.01,1,BSE,EQ,BSE,,
240353284,MFL28A,,,0.0,0.01,1,BSE,EQ,BSE,,
240353796,8ABCL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240354308,ABCL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240354820,805ABCL28,,,0.0,0.01,1,BSE,EQ,BSE,,
240355332,ABCL28,,,0.0,0.01,1,BSE,EQ,BSE,,
240355844,78ABCL33,,,0.0,0.01,1,BSE,EQ,BSE,,
240356356,81ABCL33,,,0.0,0.01,1,BSE,EQ,BSE,,
240357892,920EFSL26A,,,0.0,0.01,1,BSE,EQ,BSE,,
240358404,960EFSLA,,,0.0,0.01,1,BSE,EQ,BSE,,
240358916,EFSLZC26C,,,0.0,0.01,1,BSE,EQ,BSE,,
240359428,967EFSL28A,,,0.0,0.01,1,BSE,EQ,BSE,,
240359940,1010EFSL28,,,0.0,0.01,1,BSE,EQ,BSE,,
240360452,EFSLZC28C,,,0.0,0.01,1,BSE,EQ,BSE,,
240360964,10EFSL33A,,,0.0,0.01,1,BSE,EQ,BSE,,
240361476,1045EFSL33,,,0.0,0.01,1,BSE,EQ,BSE,,
240362500,89MFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240363012,905MFL28,,,0.0,0.01,1,BSE,EQ,BSE,,
240364036,927MFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240364548,944MFL28,,,0.0,0.01,1,BSE,EQ,BSE,,
240365572,MFL26D,,,0.0,0.01,1,BSE,EQ,BSE,,
240366084,MFL28D,,,0.0,0.01,1,BSE,EQ,BSE,,
240366596,MFL31A,,,0.0,0.01,1,BSE,EQ,BSE,,
240368644,11CCL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240369156,1150CCIL28,,,0.0,0.01,1,BSE,EQ,BSE,,
240370692,CCILZC30,,,0.0,0.01,1,BSE,EQ,BSE,,
240371716,905PFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240372740,920PFL28,,,0.0,0.01,1,BSE,EQ,BSE,,
240373252,935PFL33,,,0.0,0.01,1,BSE,EQ,BSE,,
240376836,940SCL26A,,,0.0,0.01,1,BSE,EQ,BSE,,
240377348,990SCL26A,,,0.0,0.01,1,BSE,EQ,BSE,,
240377860,902SCL26A,,,0.0,0.01,1,BSE,EQ,BSE,,
240378372,948SCL26A,,,0.0,0.01,1,BSE,EQ,BSE,,
240378884,SCLZC26D,,,0.0,0.01,1,BSE,EQ,BSE,,
240379396,SCLZC26E,,,0.0,0.01,1,BSE,EQ,BSE,,
240379908,965SCL28A,,,0.0,0.01,1,BSE,EQ,BSE,,
240380420,1015SCL28,,,0.0,0.01,1,BSE,EQ,BSE,,
240380932,925SCL28A,,,0.0,0.01,1,BSE,EQ,BSE,,
240381444,971SCL28A,,,0.0,0.01,1,BSE,EQ,BSE,,
240381956,1050SCL30,,,0.0,0.01,1,BSE,EQ,BSE,,
240382468,1003SCL30A,,,0.0,0.01,1,BSE,EQ,BSE,,
240382980,1075SCL33B,,,0.0,0.01,1,BSE,EQ,BSE,,
240383492,980SCL33,,,0.0,0.01,1,BSE,EQ,BSE,,
240384004,925SCL25G,,,0.0,0.01,1,BSE,EQ,BSE,,
240384516,965SCL25F,,,0.0,0.01,1,BSE,EQ,BSE,,
240386564,1030IFSL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240387076,984IFSL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240388612,850CIFCL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240389124,CIFCZC26,,,0.0,0.01,1,BSE,EQ,BSE,,
240389636,860CIFCL28,,,0.0,0.01,1,BSE,EQ,BSE,,
240390148,CIFCZC28,,,0.0,0.01,1,BSE,EQ,BSE,,
240391684,12ICLFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240392196,125ICLFL28,,,0.0,0.01,1,BSE,EQ,BSE,,
240393732,125ICFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240394756,1225ICLF26,,,0.0,0.01,1,BSE,EQ,BSE,,
240395268,ICLFLZC29,,,0.0,0.01,1,BSE,EQ,BSE,,
240395780,921ISFL25,,,0.0,0.01,1,BSE,EQ,BSE,,
240396292,960ISFL25,,,0.0,0.01,1,BSE,EQ,BSE,,
240396804,957ISFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240397316,10ISFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240397828,1003ISFL28,,,0.0,0.01,1,BSE,EQ,BSE,,
240398340,1050ISFL28,,,0.0,0.01,1,BSE,EQ,BSE,,
240402948,975MML25,,,0.0,0.01,1,BSE,EQ,BSE,,
240403460,1025MML25,,,0.0,0.01,1,BSE,EQ,BSE,,
240403972,MML25B,,,0.0,0.01,1,BSE,EQ,BSE,,
240404484,MML25C,,,0.0,0.01,1,BSE,EQ,BSE,,
240404996,1025MML26,,,0.0,0.01,1,BSE,EQ,BSE,,
240405508,1075MML26,,,0.0,0.01,1,BSE,EQ,BSE,,
240406020,MML26,,,0.0,0.01,1,BSE,EQ,BSE,,
240406532,MML26A,,,0.0,0.01,1,BSE,EQ,BSE,,
240407044,1050MML28,,,0.0,0.01,1,BSE,EQ,BSE,,
240407556,11MML28,,,0.0,0.01,1,BSE,EQ,BSE,,
240408068,MML28,,,0.0,0.01,1,BSE,EQ,BSE,,
240408580,MML28A,,,0.0,0.01,1,BSE,EQ,BSE,,
240409092,MML30,,,0.0,0.01,1,BSE,EQ,BSE,,
240409604,925SCL25H,,,0.0,0.01,1,BSE,EQ,BSE,,
240410116,965SCL25B,,,0.0,0.01,1,BSE,EQ,BSE,,
240410628,888SCL25B,,,0.0,0.01,1,BSE,EQ,BSE,,
240411140,925SCL25B,,,0.0,0.01,1,BSE,EQ,BSE,,
240411652,SCLZC25E,,,0.0,0.01,1,BSE,EQ,BSE,,
240412164,SCLZC25F,,,0.0,0.01,1,BSE,EQ,BSE,,
240412676,940SCL26B,,,0.0,0.01,1,BSE,EQ,BSE,,
240413188,990SCL26B,,,0.0,0.01,1,BSE,EQ,BSE,,
240413700,948SCL26B,,,0.0,0.01,1,BSE,EQ,BSE,,
240414212,SCLZC26F,,,0.0,0.01,1,BSE,EQ,BSE,,
240414724,SCLZC26G,,,0.0,0.01,1,BSE,EQ,BSE,,
240415236,965SCL28B,,,0.0,0.01,1,BSE,EQ,BSE,,
240415748,925SCL28B,,,0.0,0.01,1,BSE,EQ,BSE,,
240416260,971SCL28B,,,0.0,0.01,1,BSE,EQ,BSE,,
240416772,980SCL33D,,,0.0,0.01,1,BSE,EQ,BSE,,
240417284,835SCL23A,,,0.0,0.01,1,BSE,EQ,BSE,,
240417796,875SCL23A,,,0.0,0.01,1,BSE,EQ,BSE,,
240418308,1025SCL33,,,0.0,0.01,1,BSE,EQ,BSE,,
240418820,1075SCL33,,,0.0,0.01,1,BSE,EQ,BSE,,
240419332,980SCL33B,,,0.0,0.01,1,BSE,EQ,BSE,,
240419844,835SCL23B,,,0.0,0.01,1,BSE,EQ,BSE,,
240420356,9ARKA25,,,0.0,0.01,1,BSE,EQ,BSE,,
240420868,93ARKA25,,,0.0,0.01,1,BSE,EQ,BSE,,
240421380,93ARKA26,,,0.0,0.01,1,BSE,EQ,BSE,,
240421892,965ARKA26,,,0.0,0.01,1,BSE,EQ,BSE,,
240422404,965ARKA28,,,0.0,0.01,1,BSE,EQ,BSE,,
240422916,10ARKA28,,,0.0,0.01,1,BSE,EQ,BSE,,
240423940,875KFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240424452,KFLZC26E,,,0.0,0.01,1,BSE,EQ,BSE,,
240424964,925FL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240425476,KFLZC27A,,,0.0,0.01,1,BSE,EQ,BSE,,
240425988,10KFL28,,,0.0,0.01,1,BSE,EQ,BSE,,
240426500,KFLZC28C,,,0.0,0.01,1,BSE,EQ,BSE,,
240427012,KFLZC31,,,0.0,0.01,1,BSE,EQ,BSE,,
240428548,903ONE26,,,0.0,0.01,1,BSE,EQ,BSE,,
240429060,941ONE26,,,0.0,0.01,1,BSE,EQ,BSE,,
240429572,921ONE27,,,0.0,0.01,1,BSE,EQ,BSE,,
240430084,961ONE27,,,0.0,0.01,1,BSE,EQ,BSE,,
240430596,926ONE29,,,0.0,0.01,1,BSE,EQ,BSE,,
240431108,966ONE29,,,0.0,0.01,1,BSE,EQ,BSE,,
240431620,895EFSL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240432132,EFSL26D,,,0.0,0.01,1,BSE,EQ,BSE,,
240432644,920EFSL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240433156,960EFSL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240433668,EFSL27A,,,0.0,0.01,1,BSE,EQ,BSE,,
240434180,967EFSL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240434692,1010EFSL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240435204,EFSL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240435716,10EFSL34,,,0.0,0.01,1,BSE,EQ,BSE,,
240436228,1045EFSL34,,,0.0,0.01,1,BSE,EQ,BSE,,
240436740,825MFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240437252,825MFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240437764,825MFL2026,,,0.0,0.01,1,BSE,EQ,BSE,,
240438276,850MFL27A,,,0.0,0.01,1,BSE,EQ,BSE,,
240438788,850MFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240439300,MFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240439812,MFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240440324,875CIFC23B,,,0.0,0.01,1,BSE,EQ,BSE,,
240440836,CIFC26,,,0.0,0.01,1,BSE,EQ,BSE,,
240441348,85CIFC27,,,0.0,0.01,1,BSE,EQ,BSE,,
240441860,CIF27,,,0.0,0.01,1,BSE,EQ,BSE,,
240442372,86CIFC29,,,0.0,0.01,1,BSE,EQ,BSE,,
240442884,CIF29,,,0.0,0.01,1,BSE,EQ,BSE,,
240443396,890MFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240443908,915MFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240444420,935MFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240444932,925MFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240445444,950MFL27A,,,0.0,0.01,1,BSE,EQ,BSE,,
240445956,975MFL29A,,,0.0,0.01,1,BSE,EQ,BSE,,
240446468,MFLZC26E,,,0.0,0.01,1,BSE,EQ,BSE,,
240446980,MFLZC27F,,,0.0,0.01,1,BSE,EQ,BSE,,
240447492,MFLZC29A,,,0.0,0.01,1,BSE,EQ,BSE,,
240448004,MFLZC32,,,0.0,0.01,1,BSE,EQ,BSE,,
240449540,975IML26,,,0.0,0.01,1,BSE,EQ,BSE,,
240450052,IML16224,,,0.0,0.01,1,BSE,EQ,BSE,,
240450564,1075IML27,,,0.0,0.01,1,BSE,EQ,BSE,,
240451076,IML160224,,,0.0,0.01,1,BSE,EQ,BSE,,
240451588,1150IML29,,,0.0,0.01,1,BSE,EQ,BSE,,
240452100,IML1622024,,,0.0,0.01,1,BSE,EQ,BSE,,
240452612,9SFL2026,,,0.0,0.01,1,BSE,EQ,BSE,,
240453124,SFL270224,,,0.0,0.01,1,BSE,EQ,BSE,,
240453636,925SFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240454148,SFL27224,,,0.0,0.01,1,BSE,EQ,BSE,,
240454660,1025SFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240455172,SFL2722024,,,0.0,0.01,1,BSE,EQ,BSE,,
240455684,SFL270224A,,,0.0,0.01,1,BSE,EQ,BSE,,
240457220,1035UCL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240457732,105UCL2026,,,0.0,0.01,1,BSE,EQ,BSE,,
240458244,11UCL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240459012,NIDO010326,,,0.0,0.01,1,BSE,EQ,BSE,,
240459524,95NIDO26,,,0.0,0.01,1,BSE,EQ,BSE,,
240460036,958NIDO27,,,0.0,0.01,1,BSE,EQ,BSE,,
240460548,10NIDO27,,,0.0,0.01,1,BSE,EQ,BSE,,
240461060,NIDO010327,,,0.0,0.01,1,BSE,EQ,BSE,,
240461572,1003NIDO29,,,0.0,0.01,1,BSE,EQ,BSE,,
240462084,1050NIDO29,,,0.0,0.01,1,BSE,EQ,BSE,,
240462596,NIDO010329,,,0.0,0.01,1,BSE,EQ,BSE,,
240463108,1026NIDO34,,,0.0,0.01,1,BSE,EQ,BSE,,
240463620,1075NIDO34,,,0.0,0.01,1,BSE,EQ,BSE,,
240465156,1075CCIL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240465668,11CCIL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240466180,1150CCIL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240467204,CCI110324,,,0.0,0.01,1,BSE,EQ,BSE,,
240467716,CCI110324A,,,0.0,0.01,1,BSE,EQ,BSE,,
240468740,1040NFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240469252,1090NFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240469764,1065NFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240470276,1119NFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240470788,925SCL26A,,,0.0,0.01,1,BSE,EQ,BSE,,
240471300,965SCL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240471812,888SCL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240472324,925SCL26B,,,0.0,0.01,1,BSE,EQ,BSE,,
240472836,0SCL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240473348,940SCL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240473860,990SCL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240474372,902SCL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240474884,948SCL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240475396,0SCL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240475908,965SCL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240476420,1015SCFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240476932,925SCL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240477444,971SCL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240477956,10SCL31,,,0.0,0.01,1,BSE,EQ,BSE,,
240478468,1050SCFL31,,,0.0,0.01,1,BSE,EQ,BSE,,
240478980,957SCL31,,,0.0,0.01,1,BSE,EQ,BSE,,
240479492,1003SCFL31,,,0.0,0.01,1,BSE,EQ,BSE,,
240480004,1025SCFL34,,,0.0,0.01,1,BSE,EQ,BSE,,
240480516,1075SCFL34,,,0.0,0.01,1,BSE,EQ,BSE,,
240481028,980SCL34,,,0.0,0.01,1,BSE,EQ,BSE,,
240481540,1025SCL34,,,0.0,0.01,1,BSE,EQ,BSE,,
240482564,1150IFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240483076,12IFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240483588,1250IFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240484612,IFL19424,,,0.0,0.01,1,BSE,EQ,BSE,,
240485124,IFL1942024,,,0.0,0.01,1,BSE,EQ,BSE,,
240485636,1175IFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240486148,1225IFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240486660,IFL19424A,,,0.0,0.01,1,BSE,EQ,BSE,,
240487172,9EFSL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240487684,EFSL290424,,,0.0,0.01,1,BSE,EQ,BSE,,
240488196,920EFSL27A,,,0.0,0.01,1,BSE,EQ,BSE,,
240488708,96EFSL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240489220,EFS290424,,,0.0,0.01,1,BSE,EQ,BSE,,
240490244,875KFL26A,,,0.0,0.01,1,BSE,EQ,BSE,,
240490756,0KFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240491268,950KFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240491780,0KFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240492292,967EFSL29A,,,0.0,0.01,1,BSE,EQ,BSE,,
240492804,1010EFS29,,,0.0,0.01,1,BSE,EQ,BSE,,
240493316,10KFL28A,,,0.0,0.01,1,BSE,EQ,BSE,,
240493828,EFS290424A,,,0.0,0.01,1,BSE,EQ,BSE,,
240494340,0KFL28,,,0.0,0.01,1,BSE,EQ,BSE,,
240494852,0KFL31,,,0.0,0.01,1,BSE,EQ,BSE,,
240495364,1010EFS29A,,,0.0,0.01,1,BSE,EQ,BSE,,
240495876,10EFSL34A,,,0.0,0.01,1,BSE,EQ,BSE,,
240496388,1045EFS34,,,0.0,0.01,1,BSE,EQ,BSE,,
240496900,1045EFS34A,,,0.0,0.01,1,BSE,EQ,BSE,,
240497412,890MFCL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240497924,915MFCL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240498436,935MFCL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240498948,955MFCL30,,,0.0,0.01,1,BSE,EQ,BSE,,
240499460,925MFCL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240499972,950MFCL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240500484,975MFCL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240500996,10MFCL30,,,0.0,0.01,1,BSE,EQ,BSE,,
240501508,MFCL30424,,,0.0,0.01,1,BSE,EQ,BSE,,
240502020,MFCL30424A,,,0.0,0.01,1,BSE,EQ,BSE,,
240502532,MFCL30424B,,,0.0,0.01,1,BSE,EQ,BSE,,
240503044,MFCL30424C,,,0.0,0.01,1,BSE,EQ,BSE,,
240503556,MFCL30424D,,,0.0,0.01,1,BSE,EQ,BSE,,
240504068,885MOFSL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240504580,0MOFSL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240505092,91MOFSL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240505604,0MOFSL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240506116,897MOFSL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240506628,935MOFSL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240507140,93MOFSL34,,,0.0,0.01,1,BSE,EQ,BSE,,
240507652,97MOFSL34,,,0.0,0.01,1,BSE,EQ,BSE,,
240510212,1060MML26,,,0.0,0.01,1,BSE,EQ,BSE,,
240510724,0MML27524,,,0.0,0.01,1,BSE,EQ,BSE,,
240511236,1075MML27,,,0.0,0.01,1,BSE,EQ,BSE,,
240511748,0MML27,,,0.0,0.01,1,BSE,EQ,BSE,,
240512260,1080MML29,,,0.0,0.01,1,BSE,EQ,BSE,,
240512772,0MML29,,,0.0,0.01,1,BSE,EQ,BSE,,
240513284,0MML29A,,,0.0,0.01,1,BSE,EQ,BSE,,
240513796,925SCL26C,,,0.0,0.01,1,BSE,EQ,BSE,,
240514308,965SCL26A,,,0.0,0.01,1,BSE,EQ,BSE,,
240514820,888SCL26A,,,0.0,0.01,1,BSE,EQ,BSE,,
240515332,925SCL26D,,,0.0,0.01,1,BSE,EQ,BSE,,
240515844,SCFL310524,,,0.0,0.01,1,BSE,EQ,BSE,,
240516356,SCL310524,,,0.0,0.01,1,BSE,EQ,BSE,,
240516868,94SCL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240517380,99SCL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240517892,902SCL27A,,,0.0,0.01,1,BSE,EQ,BSE,,
240518404,948SCL27A,,,0.0,0.01,1,BSE,EQ,BSE,,
240518916,SCL310524A,,,0.0,0.01,1,BSE,EQ,BSE,,
240519428,1015SCL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240519940,925SCL29A,,,0.0,0.01,1,BSE,EQ,BSE,,
240520452,971SCL29A,,,0.0,0.01,1,BSE,EQ,BSE,,
240520964,10SCL31A,,,0.0,0.01,1,BSE,EQ,BSE,,
240521476,1050SCL31,,,0.0,0.01,1,BSE,EQ,BSE,,
240521988,1003SCL31,,,0.0,0.01,1,BSE,EQ,BSE,,
240522500,1075SCL34,,,0.0,0.01,1,BSE,EQ,BSE,,
240523012,98SCL34,,,0.0,0.01,1,BSE,EQ,BSE,,
240523524,1025SCL34A,,,0.0,0.01,1,BSE,EQ,BSE,,
240525060,898ONE26,,,0.0,0.01,1,BSE,EQ,BSE,,
240525572,935ONE26,,,0.0,0.01,1,BSE,EQ,BSE,,
240526084,916ONE27,,,0.0,0.01,1,BSE,EQ,BSE,,
240526596,955ONE27,,,0.0,0.01,1,BSE,EQ,BSE,,
240527108,921ONE29,,,0.0,0.01,1,BSE,EQ,BSE,,
240527620,96ONE29,,,0.0,0.01,1,BSE,EQ,BSE,,
240528132,944ONE34,,,0.0,0.01,1,BSE,EQ,BSE,,
240528644,985ONE34,,,0.0,0.01,1,BSE,EQ,BSE,,
240529156,920IIFLS26,,,0.0,0.01,1,BSE,EQ,BSE,,
240529668,960IIFLS26,,,0.0,0.01,1,BSE,EQ,BSE,,
240530180,957IIFLS27,,,0.0,0.01,1,BSE,EQ,BSE,,
240530692,10IIFLSF27,,,0.0,0.01,1,BSE,EQ,BSE,,
240531204,1003IIFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240531716,1050IIFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240532228,950NHFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240532740,0NHFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240533252,958NHFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240533764,10NHFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240534276,0NHFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240534788,1003NHFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240535300,1050NHFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240535812,0NHFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240536324,1026NHFL34,,,0.0,0.01,1,BSE,EQ,BSE,,
240536836,1075NHFL34,,,0.0,0.01,1,BSE,EQ,BSE,,
240537348,9SFL26A,,,0.0,0.01,1,BSE,EQ,BSE,,
240537860,0SFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240538372,925SFL27A,,,0.0,0.01,1,BSE,EQ,BSE,,
240538884,0SFL27A,,,0.0,0.01,1,BSE,EQ,BSE,,
240539396,1025SF29,,,0.0,0.01,1,BSE,EQ,BSE,,
240539908,0SFL29A,,,0.0,0.01,1,BSE,EQ,BSE,,
240540420,0SFL31,,,0.0,0.01,1,BSE,EQ,BSE,,
240540932,950EFSL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240541444,EFSL26724,,,0.0,0.01,1,BSE,EQ,BSE,,
240541956,957EFSL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240542468,10EFSL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240542980,EFSL260724,,,0.0,0.01,1,BSE,EQ,BSE,,
240543492,1004EFSL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240544004,1050EFSL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240544516,EFSL26724A,,,0.0,0.01,1,BSE,EQ,BSE,,
240545028,105EFSL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240545540,1049EFSL34,,,0.0,0.01,1,BSE,EQ,BSE,,
240546052,11EFSL34,,,0.0,0.01,1,BSE,EQ,BSE,,
240546564,11EFSL34A,,,0.0,0.01,1,BSE,EQ,BSE,,
240547076,KFL070824,,,0.0,0.01,1,BSE,EQ,BSE,,
240547588,10SMCGSL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240548100,925KFL26A,,,0.0,0.01,1,BSE,EQ,BSE,,
240548612,0SMCGSL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240549124,KFL070824A,,,0.0,0.01,1,BSE,EQ,BSE,,
240549636,102SMCGS27,,,0.0,0.01,1,BSE,EQ,BSE,,
240550148,10KFL27A,,,0.0,0.01,1,BSE,EQ,BSE,,
240550660,0SMCGSL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240551172,KFL070824B,,,0.0,0.01,1,BSE,EQ,BSE,,
240551684,994SMCGS29,,,0.0,0.01,1,BSE,EQ,BSE,,
240552196,104SMCGS29,,,0.0,0.01,1,BSE,EQ,BSE,,
240552708,1025KFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240553220,KFL070824C,,,0.0,0.01,1,BSE,EQ,BSE,,
240553732,KFL070824D,,,0.0,0.01,1,BSE,EQ,BSE,,
240555268,985KAFL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240555780,10KAFL26A,,,0.0,0.01,1,BSE,EQ,BSE,,
240556292,10KAFL26B,,,0.0,0.01,1,BSE,EQ,BSE,,
240556804,1025KAFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240557316,1050KAFL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240557828,1075KAFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240558340,11KAFL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240558852,KAF080824,,,0.0,0.01,1,BSE,EQ,BSE,,
240559876,1075CCI26,,,0.0,0.01,1,BSE,EQ,BSE,,
240560388,11CCI26,,,0.0,0.01,1,BSE,EQ,BSE,,
240560900,1125CCI27,,,0.0,0.01,1,BSE,EQ,BSE,,
240561412,12CCI29,,,0.0,0.01,1,BSE,EQ,BSE,,
240562436,CCIL14824A,,,0.0,0.01,1,BSE,EQ,BSE,,
240562948,CCIL14824B,,,0.0,0.01,1,BSE,EQ,BSE,,
240563460,CCIL14824C,,,0.0,0.01,1,BSE,EQ,BSE,,
240564996,1080MML26,,,0.0,0.01,1,BSE,EQ,BSE,,
240565508,MML110924,,,0.0,0.01,1,BSE,EQ,BSE,,
240566020,1125MML27,,,0.0,0.01,1,BSE,EQ,BSE,,
240566532,MML11924A,,,0.0,0.01,1,BSE,EQ,BSE,,
240567044,1150MML29,,,0.0,0.01,1,BSE,EQ,BSE,,
240567556,MML11924B,,,0.0,0.01,1,BSE,EQ,BSE,,
240568068,MML11924C,,,0.0,0.01,1,BSE,EQ,BSE,,
240568580,925AEL26,,,0.0,0.01,1,BSE,EQ,BSE,,
240569092,AEL120924,,,0.0,0.01,1,BSE,EQ,BSE,,
240569604,932AEL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240570116,965AEL27,,,0.0,0.01,1,BSE,EQ,BSE,,
240570628,AEL120924A,,,0.0,0.01,1,BSE,EQ,BSE,,
240571140,956AEL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240571652,99AEL29,,,0.0,0.01,1,BSE,EQ,BSE,,
240572164,AEL120924B,,,0.0,0.01,1,BSE,EQ,BSE,,
240572676,9MFCL26,,,0.0,0.01,1,BSE,EQ,BSE,,
